4719 ,很震撼！！！
4720 ,不错，有点美国大片的感觉
4721 ,“希望”就是人类的一种豪赌，哪怕再大的困境也能冲破！！！《流浪地球》很棒啊！！！！
4722 ,惊喜，震撼，感人
4723 ,感觉一般吧，没有想象的好
4724 ,好看，非常好看
4725 ,感觉中国能拍出这样的大片真的很欣慰，整部电影欢喜交加，中途看得我泪流不止，确实是一部好片，强烈推荐
4726 ,值得一看的国产大制作
4727 ,"首先这个片子有些过誉了，不过其质量也秒杀了国内其他科幻片，美工，内核和剧本，都很在线

这个电影最大的看点就是牺牲，所有人都在牺牲，因为为了希望，整个片子充满了末世的绝望感，更很好的衬托了人类在绝望面前的勇气

吴京绝对人生赢家，在行业内会享受不仅仅一线的地位，虽然我不太喜欢他，战狼2是烂片，个人看法

唯一讨厌里面的小孩子，有些场合挺烦人，个人观感

好电影，值得推荐，今年春节档绝对第一

片尾曲好听，歌剧感满满

2019，将会是中国科幻电影的元年"
4728 ,还挺好看的，值得一看
4729 ,国产大片 可以
4730 ,很不错，还可以
4731 ,感动的不要不要的
4732 ,很少影评，为了中国的科幻电影献份心吧。不过场景做的的确不错。看来不是做不出来，都被扒皮了～
4733 ,非常好，电影剧情精彩，演员非常不错，寓意深远。推荐观看。
4734 ,比想象中好睇，很感人！
4735 ,支持国产科幻片！！！
4736 ,很好，特效很好，希望有更多这样的中国科幻片
4737 ,太好看啦咯，凑够六个字
4738 ,"我要吹爆这个电影
真的好看啊啊啊阿啊啊啊"
4739 ,整个影片构思很好 画面的感染力也比较强 较为震撼。情节衔接紧密 环环相扣 引人入胜 配合上特效 使整体观影效果更好。但是有些情节内容不新颖  没有悬念  稍显老套。还可以有所突破  总之 翻拍效果还可以
4740 ,中国风 cool
4741 ,真心不喜欢吴京。给人一种硬塞进去的感觉
4742 ,很棒的国产片了。我挺吴京
4743 ,支持吴京加油
4744 ,中国科幻电影史诗级巨制！看完后心中只有完美两字，中国的科幻电影的里程碑，完全值回票价！
4745 ,国产越来越给力了
4746 ,视觉效果很棒，很震撼
4747 ,演技太一般，全靠场面撑，对白太苍白，奈何更尴尬😓，阵容恢宏，内容不够充实，台词很无聊，总之还是失望了。
4748 ,简单的一句话概括：吴京拯救了地球
4749 ,超级好看😄
4750 ,优秀，好看，精彩
4751 ,值得一看，加油！
4752 ,总体感觉还不错，场面很震撼
4753 ,拍得真好 牛逼
4754 ,要关心地球了
4755 ,好看 该皮的还是很皮
4756 ,"我常给一部电影五星，当然是在刚观影后，余热未尽。在网上看到有人说《流浪地球》是一座里程碑，当然，我看到最好的说法发，还是将他认为是中国科幻电影的起点。很棒的电影，很棒的特效，恰到好处的泪点，不做作的抒情。
“西方的壳，中国的核！”"
4757 ,特效不错，故事情节单一，全程很喧嚣，缺乏亮点，还有就是吴京那条线很弱，台词垃圾，中途睡着两次，后面有点煽情。
4758 ,整体的叙事结构较完整，但镜头切换太频繁，有时交待不清，情怀大于情感。
4759 ,国产片给力，PK欧美
4760 ,算是贺岁档好看的了，很有情怀，但是觉得吴京的戏路有点单一，一开始就猜到肯定会英勇牺牲了
4761 ,这个电影🎬很好看
4762 ,非常不错的一部中国科幻片！特技很棒👍情节感人👍
4763 ,可以，比预想中好看。只是旁边坐的素质不大好，一会玩手机，一会开手电筒。希望素质能高点
4764 ,剧情紧凑，鸡皮疙瘩掉了好几地！有点期待《三体》了，中国还是能拍出这种片子的！
4765 ,去看了，就两字儿。怒赞！！！国产电影崛起
4766 ,"中国式科幻大片，这是个正面积极的评价！
看之前特意避掉一切评价和剧情介绍，挺好看的。
唯一槽点，煽情部分略过，但是不影响整片观感。优秀！"
4767 ,非常棒，中国科幻电影的里程碑。剧情感人、特效逼真，是一部认真负责的作品。
4768 ,如果给导演更多的钱，会拍出更更好的科幻
4769 ,好看，很有意义
4770 ,为大刘打call，特效已经很好了
4771 ,看的想睡觉啦
4772 ,热泪盈眶！！
4773 ,好去了快来看
4774 ,一点都不好看，个人感觉，没意思，看着差点都睡着了
4775 ,三刷 依旧好看不腻
4776 ,"好看
带着小朋友一起去看的  都说好看"
4777 ,满满的正能量
4778 ,感觉比较压抑
4779 ,不错不错支持国产电影！
4780 ,影片特效保证了值回票价，电影的改编保证了作品的文学性与商业性，有很多情节有挖掘讨论的空间。硬核科幻迷可以一览大刘的强大想象力。
4781 ,韩朵朵好可爱鸭
4782 ,刘氏硬科幻，算是中国科幻电影的进步之作，值得支持！
4783 ,微博的热搜，饭圈的呐喊，资本的营销，偶像的流量，正在一点一点被电影观众抛下，如今观众们拿着钱进到影院，希望看到的是物有所值的精神盛宴，而不是胡编乱造的一地鸡毛、乱七八糟的宫斗剧、不入流的烂喜剧！所以，此片我给10分！支持良心制作！
4784 ,19年前就看了这个小说，还记得小说的情节，电影拍摄得很好。还原度很高。
4785 ,好看又刺激。霸气把我和女儿都看哭了。
4786 ,很棒哦。我们都喜欢
4787 ,"吹爆流浪地球!超级好看!!!
国产科幻做到今天这个地步我真的太感动了，与有荣焉!"
4788 ,好看的哈哈哈哈哈哈
4789 ,震撼感动加悲情，总的来说，中国科幻片能拍成这样，已经很OK了，比最近几年的好多所谓好莱坞大片好看多了
4790 ,话太多了 看到最后脑瓜子疼
4791 ,特别棒特别好
4792 ,刚看过，精彩！从剧情到视觉效果都很精彩，好的电影离不开好的剧本，原著刘慈欣功不可没！宏大的太空画面，震撼的各类灾难场景，包括描述各种未来设备，设施的细节都很精致，视觉特效媲美美国大片！对人性真善美的描写也很感人，尤其片尾父子永别时那一段，感人至深，催人泪下！我看到旁边不少观众也都在擦眼泪！好片子！必定票房大卖！
4793 ,超级好看吖，强推
4794 ,真好看，就是达叔牺牲的有点早，有点硬，最大的bug是拿枪有啥用！有啥用！指着自己的战友用吗？但是总体电影很棒！支持
4795 ,"看睡着了，再看看差评下面的回复， 哈哈，恨不得把差评吞了。
套路深，提前一天上映刷豆瓣，刷猫眼评分。
是不是评分高一点，抽成高一点？"
4796 ,剧情有点假，动画特效还可以
4797 ,看哭了，好看😄
4798 ,很好看的科幻片，过年带孩子看了三部贺岁，这部是最好看最感人的，小猪佩奇最烂，想退票…
4799 ,perfect
4800 ,特效很棒，整体故事情节还可以，年轻的男女主演确实稍微弱了一点，但也算可以。吴京的表演不错，看他最后撞向木星的时候流下了眼泪。老演员们表演的还都可以。结尾觉得有点不自然，不是很满意。
4801 ,"特效巨赞，但是让我更加担忧三体了…
珠玉在前，三体怕是更不好拍了"
4802 ,棒棒哒，中国科幻的大开端，良心推荐
4803 ,不好看  没意思
4804 ,好看，感觉比复仇者联盟还好看，特效不再是5毛，国产第一科幻片，宇宙特效再多点就更爽了
4805 ,算是中国科幻电影的领航片了 画面效果特别好 故事结构很宏大！值得一看
4806 ,为之震撼，为之感动。
4807 ,太好看了！！中国也能拍出这样的电影啦，棒棒哒～！！
4808 ,这影片阵容强大，高科技内容新颖。为了平安的在地球生存，从现在起爱护地球。
4809 ,很好看  最后刘培强吴跟刘启对话 看哭了
4810 ,"我是一个男孩子,对不起，未让女朋友抓娃娃，害得女朋友看电影，从头哭到尾。"
4811 ,太好看了，快出三体吧。
4812 ,看了绝不后悔，值回票价
4813 ,挺好的，实属不易，看电影的时候都能感受到背后的不容易。
4814 ,真心不错 强力推荐
4815 ,非常值得去看
4816 ,中国带领全球人民战斗
4817 ,看哭了，国产电影新突破，吴京-好片保障！
4818 ,"很惊喜，无论是特效还是故事情节都很好
演员的表演也不错，虽然朵朵的扮演者年纪有点与人设过于出入，但最后她播报部分还是很感人的
不过问在想如果没了空间站，那那些物种DNA也没了，两千五百年后怎么重建地球呢（当然看电影还是别较真的好，哈哈哈哈）
还有姥爷的话真的很令人深思啊"
4819 ,电影的立意挺好的，有教育意义。效果也是国产科幻的数一数二的。
4820 ,这应该算是我看的特效最好的国产电影了，这个电影真的好看，很感人，特效好，剧情好，人物演的也好，我跟我老公去看都哭的不行了，哈哈，我看我旁边的人也哭了，真的是好电影，为吴京点赞，为男主点赞，虽然还不知道男主叫什么，但是肯定会火
4821 ,真的很棒～ 从最初听到那句“开车不规范，亲人两行泪”觉得土到中间听到后立马掉下两行泪再到最后听到是那种感动～中国电影的进步有目共睹！赚取我不少眼泪！真的被打动了～
4822 ,好看好看好看。。。
4823 ,不说了，吹爆！好看！春节档几部电影看了几部，这是唯一一部觉得值回票价的电影。
4824 ,必须支持国产科幻
4825 ,不错，作为国产科幻真的有进步了。———：；笨呢
4826 ,震撼，为中国人点赞👍
4827 ,看完后可以用惊叹来表示，实在是太精彩了，完全可以媲美好莱坞大片，中国也终于有自己的科幻片，2019年度最佳电影就属于他！
4828 ,很感动人很震撼
4829 ,中国拍的灾难片也很好看
4830 ,很好看，，，，
4831 ,很棒！脑洞洞很大，结局在看到一半时大概就猜到了，美中不足的是，每次有人死，都要停顿，说几句话，我觉得用面部表情，眼神和神态表现出那种悲伤的感情会更好。
4832 ,特效很棒，支持！
4833 ,就这片儿。。。吴京到底是买了多少营销啊
4834 ,大陆真正的科幻大片
4835 ,非常好看，爱楚楚，很帅很帅很帅
4836 ,非常好看，吴京加油
4837 ,太好看了！真的很感染人
4838 ,保护地球刻不容缓
4839 ,嘿嘿 有点小帅
4840 ,作为少有的国产科幻片，还不错。
4841 ,真的贼好看，超出我的期待了
4842 ,国产科幻电影里程碑
4843 ,经费在燃烧，中体还不错
4844 ,我看了一下，场面效果不错，无意识的会拿着跟外国科幻片对比，虽然还是有一定的距离，但能看出这部电影背后所有的付出。同时，至少在中国的科幻电影史上是一个很大的进步！加油
4845 ,确实好看 特效非常好 情感线也很感人
4846 ,超级感动的贺岁片，很有泪点，看完这电影该回家和家人一起吃晚饭，多陪陪家人，陪你爱的人，珍惜现在拥有的，少抱怨多微笑。
4847 ,前面有点无聊，看得想睡觉，但只是一下子，后面就开始激情澎湃又感人
4848 ,刚看完，偶有点瑕疵，总体很好看
4849 ,看哭了，剧情好，特效佳
4850 ,国产科幻片的新标杆
4851 ,我觉得特别好看
4852 ,场面恢弘，气势磅礴
4853 ,春节档第一好看太棒了
4854 ,好看好看👍
4855 ,电影我看了，这是今年贺岁档我最期待的电影，没有之一。反正也觉得很赞，或许有这样那样的小瑕疵，但是不影响这是一部国产高分电影。特效我觉得完全没问题，不知道某些评分的是什么意思。你是用2119年的标准来看电影？支持流浪地球，支持国产硬核科幻。不要跪久了站不起来。在中国，没什么不可能。
4856 ,好看好看好看
4857 ,很震撼，为中国电影加油！
4858 ,震撼，感动，令人深思
4859 ,优秀有创意完美
4860 ,国产的科幻，这片的水平不次好莱坞。看到中国电影的希望了
4861 ,看到了中国大片的希望，我们不吐槽瑕疵，我们不讨论“抄袭”，这已经是一次勇敢的尝试了，为中国新生代电影编剧及导演鼓掌，未来可期！
4862 ,中国太空元年
4863 ,中国像样科技片的先驱！！！
4864 ,感觉挺好 就是有些地方没太懂
4865 ,必须推荐！就是去的厅太小，后排字幕都看不清楚，这电影得3DMAx或者4D才带劲！
4866 ,"牛逼大发了
吴京牛逼
"
4867 ,很好看，国产的能拍出这样的效果很不错，必须支持
4868 ,场面很棒，情怀很赞，但是里面煽情的段落实在有点尴尬，年轻演员的演技很一般，撑不起那些带着哭腔的台词，让人出戏无数次，剧情也并不很流畅，总体来说瑕不掩瑜，还是为了鼓励支持国产科幻～
4869 ,非常喜欢看，好看
4870 ,特效很棒，很大突破！故事情节扯淡，不能推敲。嘿嘿……
4871 ,棒棒哒，中国电影棒棒哒
4872 ,电影很不错，带爸妈一起去观赏
4873 ,"非常精彩，票房绝对第一！
期待吴京下次电影"
4874 ,可以可以可以
4875 ,满分💯，谁说中国🇨🇳拍不出好的科幻电影！点赞！！！
4876 ,好好看，第一次看中国科幻片跟看外国大片一样，完全没让我失望，唯一一点就是冲着吴京看的，但他是客串，
4877 ,很有特点，很感人
4878 ,好看到爆炸有吴京必看
4879 ,想知道月亮哪里去了？是遗失了，最后被木星撕碎了，还是影片忘记交代啦？
4880 ,中国电影的骄傲
4881 ,很好看！特效到位有种身临其境般心跳！刺激！！
4882 ,挺好看的电影，支持国产科幻片。剧情也很好，后面挺感人，值得一看！
4883 ,还好吧，连续性有点差
4884 ,还可以，良心之作
4885 ,非常好，好激动
4886 ,好看。他震撼了。。。。
4887 ,可以说是巨好看了
4888 ,挺好看....反正科技感十足
4889 ,不输任何好莱坞大片的国产电影里程碑 一定要imax感受一下巨大木星气旋呼你一脸的恐惧感。浩瀚宇宙渺小的人类艰难求存。一个文明 就那么弹指之间就要灰飞烟灭。只剩下希望这个词从没这么深刻。一跟火柴点燃木星！各种真实的科学的理论。紧凑又有逻辑的剧情衔接。真是太好看啦。这是一部拿了影史前一百会让我们感到骄傲而不是尴尬的丢人的中国科幻巅峰巨作。很难想象它的创作背景如此艰难。3亿多点的人民币预算做出了三亿美金的震撼效果。这就是中国的电影人圆了科幻梦啊。给电影团队点赞👍给导演点赞。给零片酬又投资的吴京点赞。更要给特效团队艰难的预算又保证了质量点大赞。当然还有刘大师更点赞。
4890 ,音效 太差，只听得见音乐，听不见对话声，字迹又不清楚，看的非常累
4891 ,很良心的电影，值得一看。
4892 ,很好看很好看
4893 ,完美，震撼，感人
4894 ,吴京的眼睛还是很毒的
4895 ,好看吗，快来写下你的感受。
4896 ,故事感人 特效不错
4897 ,真的很棒👍👍
4898 ,不知所云，片中的刘启后台应该很硬
4899 ,3D效果特别棒！太厉害了！演员也够棒
4900 ,特别好看，特别震撼
4901 ,相当不错的科幻片
4902 ,终于不是五毛特效了，继续努力啊😄
4903 ,开头，不是很好
4904 ,好看，很好看，震撼，感人！就现在，马上保护爱护我们现在的家园——地球吧，还是喜欢现在的样子，青山绿水，鸟语花香，有生机勃勃的地球！
4905 ,不错的电影！非常震撼人心
4906 ,真的很棒，中国科幻电影有希望了，加油！
4907 ,"很好，
很精彩"
4908 ,真的很好看了哈
4909 ,好看！感人！爱家人！爱地球！
4910 ,"给八分比较客观。
先说优点:1、老戏骨们的表现还是没什么了吐槽的；2、科幻场景制作技术绝对世界一流，无可挑剔；3、给中国科幻大片开了个好头！
再说不足:1、小演员的演技和台词功力有待加强；2、剧本在处理灾难和个人的关系细节上，与2012、后天等之类相比，细节的设计还是有不足之处的；3、最后那个朵朵的台词有点儿多…在那个情况下还能讲出学校老师等相关内容，多少缺乏了一些真实感，让人感觉与紧张的气氛很不搭。
关于物理学方面的，很多专家都各执一词，咱们就不谈了。给八分！总体来说还不错！希望国产科幻电影以后越来越棒！"
4911 ,很好看，很棒！！！！
4912 ,十分的很科幻
4913 ,场面描写宏大，细节感人，主题思想高尚，教育意义巨大
4914 ,国产科幻电影突破，拿的出手
4915 ,好看真的不错
4916 ,相当好看，不吹不黑，中国影史第一科幻片！！！牛皮
4917 ,大爱，不管怎样踏出这第一步不容易
4918 ,场面绝对的震撼比好莱坞大片都气势磅礴，但是感觉故事没有着重点，剧情有点散漫，全靠是特效撑起的！
4919 ,真的是一部好电影，可能我泪点太低，全程哭……这部电影最震撼的不是大气磅礴的特效，而是它为我们展现的人类的坚毅与勇气，这也是“流浪地球”的最后的希望。
4920 ,作为女生表示很好看 出影院眼睛还是热热的
4921 ,外行人看热闹，我这个外行人觉得很不错，值得一看，中国的科幻电影在进步，支持
4922 ,中国科幻的崛起
4923 ,挺震撼的，也很感人
4924 ,"真的，看电影很少评价的，但看完流浪地球之后，真的很想说点什么，
首先，这是一部很棒的电影，科幻电影，网上据说是填补了中国科幻片的空白，硬科幻，是一个中国电影的标杆，这句话是有道理的
看完这部电影真的是很震撼，他有让你笑的内容，有让你哭的眼泪，有让你很感动的地方，留给我，最后是震撼。
吴京演的好样的，吴孟达演的也棒。其他的演员都很努力，
看着韩子昂牺牲，刚子牺牲，刘培强牺牲，王磊牺牲，还有俄罗斯的宇航员在太空中牺牲……最后地球活下来了，流浪地球计划，进入下一阶段，希望能看到后续的电影，这是一个2500年计划，这是一个划时代的系列。
中国电影，加油💪，中国加油💪，世界加油💪"
4925 ,先看了<疯狂外星人>再看<流浪地球>感觉就不是一个档次的！恭喜中国有了真正的科幻电影！充分表达了中国人的家国情怀和集体英雄主义！比欧美的强了不止一个档次！
4926 ,很不错哟，，
4927 ,一般般，！！！！！
4928 ,各种大男子主义，集体主义，崇尚个人牺牲，看着很膈应，节奏也慢，从科学推断上很多也不合理
4929 ,我想看到最后结果给我停了就有点 嗯……放映事故也不合适这样吧 好多没走的
4930 ,好看！感动的稀里哗啦！
4931 ,没啥说的，值得一看
4932 ,烂片一部，失望
4933 ,从此改变中国电影方向！展望未来、挑战未来！
4934 ,流浪地球牛批
4935 ,很不错，希望中国能多有几部这样的科幻片。
4936 ,良好的尝试
4937 ,超完美的中国科技片首秀！
4938 ,十二只猴子的影子，地心历险记的情结……
4939 ,还想二刷！！希望还能有好作品！
4940 ,家人就是最大的英雄
4941 ,不错！挺好看的
4942 ,有中国特色的科幻片，
4943 ,支持国产纯正科幻片就完事了，非常值得一看，瑕不掩瑜。
4944 ,挺好看的
4945 ,相当的不错哦～值得一看～
4946 ,被那些买通的影评忽悠了，看的我睡着了，本来打算看周星驰的了
4947 ,全程无尿点，有家有国有人类情怀，有成长有懂得有给予！
4948 ,确实好看，中国电影拍出了好莱坞的感觉，挺感人的
4949 ,特效是国产特效中很不错的了，剧情一般，但是特效就能拿下很好的分数了
4950 ,特效是真的不错，剧情是真的没惊喜，科幻片嘛，当成作者的一个梦来说还不错。
4951 ,好看的一部电影
4952 ,开始以为是包着科幻外壳的国产青春片，后来才明白其实是灾难片……但毕竟在这之前真的没有这样的国产片，感觉还是很不错的。尤其是特效！
4953 ,西游记拍到头了 然后随便拉个吴京出来骗钱 呵呵 中国电影 腐烂的味道
4954 ,非常精彩的电影，个人感觉电影中除了有两个地方的台词和剧情稍微有点尬意外，全程爆燃！
4955 ,中国科幻片目前最好的电影，建议观看！
4956 ,没想到这么精彩，中国真正意义上的第一部科幻电影，吴京以后就是票房财神爷了
4957 ,就是女主角失败，吴京演的挺好的。
4958 ,真的超级好看，把原著还原的不错，好评好评
4959 ,看电影难得评分的我，这次为了小破球，怎么也得打个分！加油，冲鸭！
4960 ,大刘就是牛，给十分怕骄傲！
4961 ,值得去看，中国科幻崛起，带着地球溜了溜了
4962 ,有模仿痕迹，但还是不错的
4963 ,贼吊，特效炸裂，剧情紧凑
4964 ,国产片科幻片简直太有进步了，惊喜
4965 ,春节期间一共看了三部电影，这部电影是最满意的。故事结构清晰，逻辑合理，一部感人的电影。在后面的剧情电影院里哭了一大片，代入感很强，非常喜欢这部电影。给这部电影打10分，给吴京点赞👍
4966 ,很好，不错的电影
4967 ,除了演员有出戏感觉，其他都很棒！大刘故事打底，已赢七分
4968 ,好看！中国近来拍的最好的一部科幻片！
4969 ,超级好看，后面感动哭了。为地球牺牲，中国人很棒。看到了全世界人的力量。
4970 ,一开始没觉得好看，如果全程看完可以说很棒了!!!!我强推
4971 ,还可以，看的是一种爱国情怀
4972 ,中国第一部真正的自己的科幻片，真心赞👍
4973 ,非常值得一看！很不错！
4974 ,3D效果做的挺好的，剧情还不错，希望有更多中国科幻片出现
4975 ,国产科幻片的里程碑，故事情节，特效都是世界级的。全程无尿点，强烈推荐！
4976 ,有幸参与了中国科幻的里程碑作品  加油！
4977 ,祝中国科幻片  有更好的发展
4978 ,好看，唯一反感的是蔚来的植入。tm都有重核聚变发动机了，关你es8毛事！！！！
4979 ,国产科幻里程碑
4980 ,场面震撼，中国最强悍的科幻大片。
4981 ,物超所值的国产科幻大片
4982 ,还好吧，不绝望就有希望
4983 ,前半段感觉略显无聊，后半段剧情进展很精彩，但是个别地方强行煽情，台词拖沓感觉有点影响观感。
4984 ,科幻片中国能拍得这样真心不错，中国电影有希望了，绝对对得起9.3分，会再看一次。
4985 ,第一次看吴京没有打戏的电影，影院里由磕瓜子的声音吃爆米花的声音到全场安静的不像话大家都投入的影片中，一共流泪两次。更直观的看到我们应该珍惜保护地球，不然后果很可怕。也我国首部真正意义的科幻题材的电影，虽说还是很多瑕疵但这部电影的节奏还是让人很能投入进去的
4986 ,因为这是第一部国产科幻就降低标准是对其的不尊重
4987 ,前面有点乱了，后面渐入佳境，燃爆
4988 ,很不错。。第一次看到这么好的国产科幻大片。。至少全程没有觉得无聊的时候。。
4989 ,开年第一部科幻灾难电影，这是我对它的定位，剧情不错，在国内算是比较好的，特效也是不错的，一开始还比较担心国内的技术能不能很好呈现太空特效，看完之后还是值回票价的 知道推荐
4990 ,画质感超级厉害  喜欢
4991 ,国产科幻非常好，还以为是美国大片
4992 ,很好看！值得看！
4993 ,超级好看，视觉效果一级棒
4994 ,继续拍下去，把三体搬上银幕
4995 ,完美！！！！！！！！！
4996 ,"牛批🐮
简直了！
服"
4997 ,流浪地球很好看，很精彩
4998 ,太棒了，大刘的硬核，新锐导演的故事能力，外加钱花在正经地方了，确保了影片的质量，牛逼，中国科幻电影的里程碑作品。
4999 ,很好看的哦，不错
5000 ,只能用震撼形容，值得一看，非常精彩！！！
5001 ,很好看，就是大过年看不太应节
5002 ,很震撼，目前为止最好看的灾难片之一，中国电影界可被载入史册的一部影片
5003 ,好看 刘慈欣的小说改编 好看啊 感人(๑•ั็ω•็ั๑)
5004 ,是这几年看过的唯一全程无尿点的电影，棒！
5005 ,相当不错，国产良心科幻大片，情节紧凑有泪点，棒
5006 ,非常震撼和真实感！
5007 ,良心。不错，有看点，
5008 ,很好看，国产科幻大片！很多地方很感人，发人深思
5009 ,太好看了完全满意除了刘启朵朵演技稍显稚嫩一切都好
5010 ,好看！！！！！！！！
5011 ,好看好看好看
5012 ,好看，国产灾难片中拍的很不错的啦！！！
5013 ,真心好看，不吹，全程无尿点
5014 ,不错的，除了台词有点尴尬
5015 ,中国科幻，超级震撼
5016 ,挺好看的，就是煽情太多了，再多一点科幻就好了
5017 ,新年2部电影，《流浪地球》，《疯狂的外星人》，值得一看。
5018 ,特效震撼，硬气
5019 ,震撼，告诉其他导演，再请人演配角，可别找京哥了，太抢戏了，活活的演成了主角，良心剧本，良心出演，我顶
5020 ,很震撼很不错
5021 ,好看！！！！！！！
5022 ,值得一看，内容很现实
5023 ,扣人心弦，大片享受
5024 ,不错不错不错
5025 ,很好看的一部电影，精彩有好莱坞大片的感觉。
5026 ,很好，吴京演的真不错，后边特感人
5027 ,很不错的硬科幻
5028 ,电影的效果和内容都非常好
5029 ,还行。天马行空，创意不错。全程紧凑、惊险、刺激。不足之处就是表现方式有些抄国外大片<类似星际穿越等>的感觉，还有些地方逻辑不通，经不起推敲。
5030 ,我没从头到尾看，就因为有吴京和吴孟达才去看了
5031 ,还是很不错的
5032 ,原谅我的泪点比较低，挺感人的，国内的科幻片能拍成这程度也是不容易！
5033 ,好看好看太好看了
5034 ,值得一看，有些情节生硬，总体不错
5035 ,好看，最后看哭了，哎。
5036 ,不错，大片大片
5037 ,虽说制作跟国外的有差距，但比想象中好太多。中国🇨🇳加油💪期待下一部国产科幻电影
5038 ,先河  希望国家控制娘炮钱 还一个和谐社会  认真做好电影 不是认真捧花瓶
5039 ,真的很好，中国能拍出这样的片子真的是很强！不比变形金刚次！！而且内容很丰富！！
5040 ,电影值得一看，泪点在吴京的最后表演。前面的过程太沉闷，伴音那么吵，可以还想睡觉。
5041 ,真的好看，特效很棒，剧情也安排得合理，没毛病。
5042 ,必须满分，看完这个，再去看疯狂外星人，那简直是在秀智商下线！
5043 ,虎头蛇尾，中国元素太多，不太满意
5044 ,非常棒，包含了家国天下的情怀，父子之间感情更感人！
5045 ,我不管，我爽了，国产的好莱坞特效，很好的改变，我看过原著我也觉得改编不错。我不管，我就是吹爆。~(≧▽≦)/~
5046 ,这是咱们中国的国产科幻电影，拍的很好，证明咱们中国不比外国差！！！硬科幻名副其实，强推这是今年春节档最值得看的一部电影，没有之一
5047 ,震撼到心灵，整个全程毛孔直竖！从此对大刘路转粉，从此对中国科幻拥抱信心！
5048 ,好看，值得拥有
5049 ,还想看第三遍
5050 ,"绝了
中国人拍的
中国人写的"
5051 ,并不好看→_→
5052 ,看到了国产科幻的希望
5053 ,特别好看，电影院好多人都感动的哭了
5054 ,赞！虽然没有打斗，但是为了生存努力拼搏的情景，让人感动！！！
5055 ,不错，想象力丰富
5056 ,看了四十分钟都还没有进入主题
5057 ,可以说中国科幻电影的里程碑，目前为止国产科幻电影的巅峰之作
5058 ,带点中国特有的煽情，第一部国产科幻片，让我对中国未来的科幻电影有了期待
5059 ,中国的好科幻！
5060 ,挺感动人，加油
5061 ,完美 让我对国产科幻有信心了
5062 ,把我看哭了，剧情很不错
5063 ,五星好评，强烈推荐，吴京牛逼，中国好电影。
5064 ,不错，已经突破中国科幻片了
5065 ,第二遍了，补了3d版的，带妈妈一起去看的!一样震撼强力安利!!!
5066 ,演员们演技爆表，特效超震撼。视觉效果很新颖，这个春节有了一个不一样的感动。
5067 ,情节不错，值得看
5068 ,真的不错哦，超大屏幕看起来才震撼！！
5069 ,很喜欢这部电影，
5070 ,一个叛逆高中期小孩拯救地球的故事 我和妹妹都不喜欢 有点扯蛋了
5071 ,非常喜欢这部电影，我觉得可以再去看几遍！
5072 ,真的很好非常好，终于看到国内第一部星际题材的电影了，10分力荐，不接受反驳！！！
5073 ,当影片的情景，变成现实的时候，人类该多绝望
5074 ,超赞，郭帆，记住这个导演了，期待更多的好作品
5075 ,好看，值得一看
5076 ,两分给特效，，
5077 ,特效效果挺好的，剧情也值得看，有很多节点都很感人。推荐！莫名想刘慈欣的原著了😂😂😂
5078 ,"这部电影，无疑是中国科幻电影开山作！
强烈推荐，值得看的中国家国情！"
5079 ,非常棒，部分片段都有感动到
5080 ,吹爆！！！悲壮，壮烈！世界级的大片
5081 ,好看是好看，太贵
5082 ,十八年前的小说，就看得热泪盈眶。
5083 ,国产电影科幻系列的开山之作，应该前期准备比较难，效果已经不错了
5084 ,热血沸腾 热泪盈眶 十分伟大！
5085 ,特效牛，故事感人，场面震撼。
5086 ,看完以后简直太震撼了，简直是我看过的最好的国产电影。看完以后那剧情让我久久不能忘记。在电影过程中，我哭了两次，太扎心了。强烈推荐啊啊啊。
5087 ,超过对国产科幻片的预期！值得看！
5088 ,挺好的嗯就这样
5089 ,希望不是国产科幻的巅峰  继续加油 这次真的满意
5090 ,牛逼，中国科幻片的元年开启了！
5091 ,不错，值得推荐
5092 ,必须满分，不接受反驳！支持中国好电影！
5093 ,虽然感觉不太现实，总体电影还不错，特别是济宁人，更应该感谢导演老乡！！
5094 ,国产首部科幻大片非常好
5095 ,9分，中国科幻片的元年，虽然有些地方有点尬，但是完全不影响整个影片的质量！希望中国的电影越来越棒，多出一些硬核电影！
5096 ,一般般，有点好莱坞的大制作感觉，中国电影特效进步的最新代表作品，鼓励，加油！
5097 ,中国科幻电影里程碑，给力！给力！给力！
5098 ,难得一部科幻这么好的
5099 ,完美大片，感动中国
5100 ,一部会让好莱坞致敬的大片！点然木星。地球活了。
5101 ,满满正能量，很暖心。
5102 ,挺震撼，中国终于有科幻片了！的
5103 ,挺搞笑的，个人觉得喜欢
5104 ,很不错的，中国拍出来的很震惊
5105 ,拍到不错，挺感人😘 😘 😘
5106 ,没有浪费这样的一个优秀的IP，是难得一见的改编的精品 ，深刻诠释了改编就该有改编的样子：尊重原著，高于原著
5107 ,这是我第一次看电影落泪，当一个人面临生死也许不算什么，但当全人类都将消失的那一刻，自己的生死微不足道，为了后代能活下去而付出的代价犹如沙粒般渺小……真的值得一看，为中国电影加油
5108 ,完美感人流泪
5109 ,震撼，真的震撼，真的可以说是中国科幻电影的里程碑了。
5110 ,很不错的电影，值得一看
5111 ,没意思，直接差评
5112 ,非常不错  大中国多拍点这样的良心电影
5113 ,可以的，被女主圈粉了，
5114 ,剧情真的很一般，特效还可以
5115 ,哎呀妈呀，中国好莱坞，好刺激啊，还想看一次。
